StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1	Q2	Q3	Q4	Q5	Q5_9_TEXT	Q6	Q7	HUMS1	HUMS2	HUMS3	HUMS4	HUMS5	HUMS6	HUMS7	HUMS8	HUMS9	HUMS10	HUMS11	HUMS12	HUMS13	MAS1	MAS2	MAS3	MAS4	MAS5	MAS6	MAS7	MAS8	MAS9	MAS10	MAS11	MAS12	MAS13	MAS14	MAS15	MAS16	MAS17	MAS18	MAS19	MAS20	MAS21	MAS22	MAS23	MAS24	MAS25	MAS26	MAS27	MAS28	GOLD1-AE	GOLD2-AE	GOLD3-AE	GOLD4-AE	GOLD5-AE	GOLD6-AE	GOLD7-AE	GOLD8-AE	GOLD9-AE	GOLD1-MT	GOLD2-MT	GOLD3-MT	GOLD4-MT	GOLD5-MT	GOLD6-MT	GOLD7-MT
		IP Address		98	1105	True		SYN_0098							anonymous	EN	I consent to participate in this study	22	Male	High school	Other		Native	Country A	Never	Almost never	Often	Almost never	Sometimes	Often	Often	Sometimes	Often	Never	Sometimes	Often	Often	Disagree	Neither agree nor disagree	Strongly disagree	Strongly agree	Completely disagree	Neither agree nor disagree	Strongly disagree	Completely agree	Disagree	Strongly agree	Strongly disagree	Agree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Agree	Agree	Neither agree nor disagree	Disagree	Strongly disagree	Neither agree nor disagree	Strongly agree	Strongly disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Completely disagree	Neither agree nor disagree	Strongly agree	Disagree	0	Completely disagree	Completely agree	2 hrs	Agree	Completely disagree	4-5	2	Neither agree nor disagree	0	0	0	Strongly disagree
		IP Address		91	1520	True		SYN_0099							anonymous	EN	I consent to participate in this study	29	Male	Bachelor's degree	English		Native	Country A	Often	Often	Always	Always	Often	Always	Always	Almost never	Often	Sometimes	Sometimes	Always	Always	Disagree	Disagree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Completely disagree	Completely agree	Completely agree	Completely agree	Agree	Neither agree nor disagree	Completely agree	Completely agree	Strongly disagree	Neither agree nor disagree	Agree	Completely agree	Agree	Completely agree	Strongly agree	Disagree	Agree	Strongly agree	Strongly agree	Completely agree	Disagree	Strongly disagree	Agree	prefer not to say	1	Strongly agree	prefer not to say	2 hrs	Agree	Completely agree	6-9	0	Disagree	3	0	0	Strongly agree
		IP Address		94	1492	True		SYN_0100							anonymous	EN	I consent to participate in this study	51	Female	High school	Other		Elementary	Country A	Always	Sometimes	Always	Almost never	Almost never	Sometimes	Almost never	Sometimes	Never	Sometimes	Almost never	Never	Sometimes	Strongly agree	Disagree	Agree	Strongly agree	Agree	Strongly disagree	Completely agree	Neither agree nor disagree	Strongly agree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Strongly agree	Completely agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Completely agree	Neither agree nor disagree	Disagree	Agree	Completely agree	Agree	Strongly disagree	Agree	Completely agree	Agree	Strongly disagree	prefer not to say	prefer not to say	2	prefer not to say	Disagree	15-30 min	Strongly agree	Completely agree	2	0.5	Completely agree	3	0.5	4	Disagree
		IP Address		100	1117	True		SYN_0101							anonymous	EN	I consent to participate in this study	51	Male	High school	Other		Advanced	Country C	Always	Often	Often	Almost never	Sometimes	Always	Almost never	Never	Always	Always	Always	Often	Always	Agree	Strongly agree	Completely agree	Strongly agree	Neither agree nor disagree	Completely agree	Completely agree	Agree	Agree	Strongly disagree	Disagree	Disagree	Disagree	Disagree	Neither agree nor disagree	Strongly agree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Agree	Strongly disagree	Neither agree nor disagree	Completely disagree	Completely disagree	Agree	Disagree	3	Completely agree	prefer not to say	prefer not to say	Neither agree nor disagree	Neither agree nor disagree	2	0.5	Completely disagree	1	3-5	3	Neither agree nor disagree
		IP Address		92	580	True		SYN_0102							anonymous	EN	I consent to participate in this study	59	Female	Master's degree	English		Native	Country C	Almost never	Almost never	Always	Almost never	Often	Always	Sometimes	Never	Always	Always	Always	Sometimes	Often	Disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Completely agree	Completely agree	Strongly agree	Agree	Neither agree nor disagree	Completely agree	Strongly agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Strongly agree	Strongly agree	Completely agree	Disagree	Strongly agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Strongly disagree	Neither agree nor disagree	Strongly disagree	Strongly agree	Strongly disagree	Strongly agree	Neither agree nor disagree	Completely agree	Neither agree nor disagree	4-6	Disagree	Completely disagree	30-60 min	Agree	Completely disagree	0	5 or more	Agree	3	0.5	3	Neither agree nor disagree
		IP Address		100	1284	True		SYN_0103							anonymous	EN	I consent to participate in this study	35	Male	High school	Other		Elementary	Country C	Never	Sometimes	Almost never	Often	Often	Never	Sometimes	Always	Sometimes	Always	Often	Almost never	Sometimes	Strongly disagree	Disagree	Disagree	Disagree	Strongly disagree	Neither agree nor disagree	Agree	Disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Strongly disagree	Disagree	Strongly disagree	Completely disagree	Neither agree nor disagree	Disagree	Completely agree	Strongly disagree	Disagree	Disagree	Disagree	Strongly agree	Strongly disagree	Disagree	Completely disagree	Completely agree	Completely disagree	Completely agree	prefer not to say	Neither agree nor disagree	0	prefer not to say	prefer not to say	4 hrs or more	Strongly agree	Neither agree nor disagree	2	0.5	Completely disagree	4-6	3-5	1	Completely agree
		IP Address		100	911	True		SYN_0104							anonymous	EN	I consent to participate in this study	26	Prefer not to say	Master's degree	English		Elementary	Country A	Never	Sometimes	Never	Never	Always	Often	Often	Sometimes	Often	Almost never	Always	Never	Often	Agree	Completely agree	Neither agree nor disagree	Strongly disagree	Completely agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Strongly agree	Completely disagree	Strongly disagree	Disagree	Disagree	Agree	Strongly disagree	Disagree	Strongly agree	Completely disagree	Completely disagree	Completely disagree	Agree	Strongly disagree	Strongly disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Disagree	Disagree	Strongly agree	11 or more	Strongly disagree	Disagree	2 hrs	Completely disagree	Agree	2	1.5	Completely disagree	0.5	1	0	prefer not to say
		IP Address		96	329	True		SYN_0105							anonymous	EN	I consent to participate in this study	26	Prefer not to say	Doctorate	Other		Elementary	Country A	Often	Sometimes	Always	Always	Sometimes	Almost never	Often	Almost never	Almost never	Almost never	Never	Often	Almost never	Neither agree nor disagree	Completely disagree	Strongly disagree	Agree	Strongly disagree	Completely disagree	Disagree	Strongly agree	Completely disagree	Disagree	Disagree	Strongly agree	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Disagree	Completely disagree	Agree	Disagree	Neither agree nor disagree	Agree	Completely disagree	Strongly agree	Agree	Completely agree	Neither agree nor disagree	Completely disagree	prefer not to say	prefer not to say	Strongly disagree	3	Disagree	Disagree	30-60 min	Strongly agree	Completely agree	0	1.5	Neither agree nor disagree	3	3-5	6 or more	Completely disagree
		IP Address		94	517	True		SYN_0106							anonymous	EN	I consent to participate in this study	59	Female	Bachelor's degree	Other		Elementary	Country B	Always	Sometimes	Always	Never	Never	Never	Almost never	Almost never	Never	Never	Never	Almost never	Always	Agree	Disagree	Completely agree	Neither agree nor disagree	Strongly disagree	Agree	Agree	Neither agree nor disagree	Completely disagree	Neither agree nor disagree	Disagree	Strongly agree	Completely disagree	Completely disagree	Disagree	Strongly disagree	Neither agree nor disagree	Completely disagree	Neither agree nor disagree	Completely disagree	Neither agree nor disagree		Agree	Agree	Completely disagree	Disagree	Strongly disagree	Disagree	Neither agree nor disagree	Strongly agree	Agree	1	Completely agree	Disagree	prefer not to say	Strongly disagree	Disagree	6-9	2	Agree	7 or more	2	4	Neither agree nor disagree
		IP Address		95	888	True		SYN_0107							anonymous	EN	I consent to participate in this study	62	Female	Bachelor's degree	Other		Native	Country B	Sometimes	Never	Almost never	Never	Sometimes	Always	Always	Sometimes	Almost never	Often	Almost never	Almost never	Often	Strongly agree	Completely disagree	Neither agree nor disagree	Strongly agree	Disagree	Strongly agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Completely agree	Disagree	Agree	Neither agree nor disagree	Agree	Strongly disagree	Disagree	Agree	Agree	Disagree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Completely disagree	Disagree	prefer not to say	Neither agree nor disagree	Strongly agree	7-10	Completely disagree	Strongly agree	2-3 hrs	Neither agree nor disagree	Neither agree nor disagree	0	0	prefer not to say	4-6	6-9	0	Strongly agree
		IP Address		95	1317	True		SYN_0108							anonymous	EN	I consent to participate in this study	23	Prefer not to say	High school	English		Intermediate	Country C	Often		Often	Always	Never	Always	Almost never	Always	Always	Almost never	Never	Never	Never	Neither agree nor disagree	Completely disagree	Strongly agree	Agree	Disagree	Strongly disagree	Agree	Disagree	Strongly disagree		Disagree	Agree		Agree	Completely agree	Completely agree	Strongly agree	Strongly agree	Disagree	Strongly disagree	Agree	Strongly agree	Completely agree	Completely agree	Completely agree	Neither agree nor disagree	Disagree	Agree	Completely disagree	Disagree	Agree	3	Strongly agree	Completely agree	0-15 min	Strongly agree	Disagree	1	2	Completely disagree	4-6	1	0	Agree
		IP Address		93	1795	True		SYN_0109							anonymous	EN	I consent to participate in this study	48	Female	Bachelor's degree	English		Elementary	Country A	Sometimes	Never	Always	Never	Never	Often	Never	Almost never	Almost never	Almost never	Never	Never	Never	Neither agree nor disagree	Completely disagree	Completely disagree	Disagree	Strongly disagree	Completely disagree	Strongly disagree	Agree	Disagree	Disagree	Neither agree nor disagree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Completely disagree	Completely disagree	Disagree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Completely disagree	Strongly agree	Completely disagree	Completely disagree	Strongly agree	Disagree	Agree	Strongly agree	Agree	Disagree	0	Strongly agree	Strongly agree	2-3 hrs	Strongly agree	Completely disagree	6-9	0	Neither agree nor disagree	4-6	3-5	1	Strongly disagree
		IP Address		96	1229	True		SYN_0110							anonymous	EN	I consent to participate in this study	63	Male	Doctorate	Other		Native	Country C	Often	Always	Often	Sometimes	Often	Sometimes	Always	Always	Never	Sometimes	Often	Sometimes	Almost never	Agree	Completely disagree	Disagree	Completely disagree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly disagree	Completely agree	Agree	Disagree	Strongly disagree	Neither agree nor disagree	Strongly disagree	Disagree	Completely agree	Agree	Disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Disagree	Disagree	Completely disagree	Neither agree nor disagree	Agree	Disagree	Completely disagree	Completely disagree	7-10	Strongly disagree	Strongly agree	0-15 min	Strongly agree	Agree	0	0.5	prefer not to say	2	10 or more	3	Neither agree nor disagree
		IP Address		92	824	True		SYN_0111							anonymous	EN	I consent to participate in this study	26	Female	High school	Other		Elementary	Country A	Sometimes	Never	Almost never	Almost never	Almost never	Often	Never	Almost never	Often	Never	Often	Almost never	Never	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Completely disagree	Strongly agree	Completely disagree	Completely disagree	Disagree	Completely agree	Completely disagree	Strongly disagree	Completely disagree	Disagree	Completely disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Agree	Disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Agree	Completely agree	1	prefer not to say	Strongly agree	2-3 hrs	Completely agree	Strongly agree	10 or more	0	prefer not to say	7 or more	6-9	0	Strongly agree
		IP Address		93	588	True		SYN_0112							anonymous	EN	I consent to participate in this study	40	Female	Master's degree	Other		Intermediate	Country B	Sometimes	Almost never	Never	Almost never	Never	Sometimes	Always	Almost never	Almost never	Sometimes	Never	Almost never	Almost never	Disagree	Completely disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Strongly disagree	Disagree	Strongly disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Disagree	Completely disagree	Strongly disagree	Agree	Neither agree nor disagree		Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Completely disagree	Completely agree	Disagree	Neither agree nor disagree	Completely disagree	prefer not to say	Completely disagree	4-6	Strongly agree	Disagree	4 hrs or more	Agree	Completely agree	10 or more	0	Strongly disagree	7 or more	6-9	0	Strongly disagree
		IP Address		100	262	True		SYN_0113							anonymous	EN	I consent to participate in this study	23	Prefer not to say	High school	English		Native	Country B	Sometimes	Never	Often	Always	Sometimes	Almost never	Never	Almost never	Almost never	Sometimes	Almost never	Always	Sometimes	Agree	Strongly agree	Strongly disagree	Agree	Agree	Disagree	Agree	Strongly disagree	Strongly disagree	Neither agree nor disagree	Disagree		Agree	Strongly agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Agree	Disagree	Disagree	Strongly disagree	Disagree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Strongly agree	prefer not to say	Completely agree	prefer not to say	3	Strongly agree	Agree	prefer not to say	Completely agree	Completely disagree	0	2	Completely disagree	0	3-5	2	prefer not to say
		IP Address		91	223	True		SYN_0114							anonymous	EN	I consent to participate in this study	65	Prefer not to say	High school	English		Intermediate	Country B	Often	Often	Often	Often	Almost never	Always	Never	Sometimes	Always	Almost never	Often	Often	Often	Neither agree nor disagree	Strongly disagree	Agree	Strongly disagree	Agree	Neither agree nor disagree	Disagree	Strongly disagree	Agree	Disagree	Strongly agree	Neither agree nor disagree	Completely agree	Completely agree	Disagree	Disagree	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Completely agree	Strongly agree	Disagree	Strongly agree	Disagree	Completely disagree		Strongly disagree	Strongly agree	Neither agree nor disagree	Completely agree	2	Agree	Completely disagree	4 hrs or more	prefer not to say	prefer not to say	3	0.5	Completely disagree	0	0.5	4	Agree
